issue title,link,filtering type
Modify 'fake_tensor_unsupported' function,https://github.com/pytorch/pytorch/pull/98585,Step 1: Feature requests and general help requests
[inductor] Use 64-bit indexing for large tensors in triton code,https://github.com/pytorch/pytorch/pull/97447,Step 3: Issue not related to correctness bugs
[inductor] Fix benchmark_compiled_module codegen with CppWrapperCodeGen,https://github.com/pytorch/pytorch/pull/98608,Step 3: Issue not related to correctness bugs
[Inductor] Softmax + Dropout fused kernel fails with illegal memory access,https://github.com/pytorch/pytorch/issues/96978,Step 3: Issue not related to correctness bugs
[Dynamo] Include UserDict in clone_inputs,https://github.com/pytorch/pytorch/pull/97725,Step 3: Issue not related to correctness bugs
`dynamo.utils.clone_inputs` failed with `BatchEncoding` from huggingface tokenizer,https://github.com/pytorch/pytorch/issues/97724,Step 3: Issue not related to correctness bugs
Add comments about maybe_guard usage in Inductor,https://github.com/pytorch/pytorch/pull/98563,Step 1: Feature requests and general help requests
Inductor support for all_gather_into_tensor_coalesced.,https://github.com/pytorch/pytorch/pull/98556,Step 1: Feature requests and general help requests
Cleanup collectives and inductor backend.,https://github.com/pytorch/pytorch/pull/98637,Step 1: Feature requests and general help requests
Add all_reduce_coalesced to functional collectives,https://github.com/pytorch/pytorch/pull/98636,Step 1: Feature requests and general help requests
Cleanup collectives and inductor backend.,https://github.com/pytorch/pytorch/pull/98635,Step 1: Feature requests and general help requests
Add all_reduce_coalesced to functional collectives,https://github.com/pytorch/pytorch/pull/98634,Step 1: Feature requests and general help requests
Cleanup collectives and inductor backend.,https://github.com/pytorch/pytorch/pull/98554,Step 1: Feature requests and general help requests
Add all_reduce_coalesced to functional collectives,https://github.com/pytorch/pytorch/pull/98553,Step 1: Feature requests and general help requests
[DRAFT] Add all_reduce_coalesced functional collective,https://github.com/pytorch/pytorch/pull/98331,Step 1: Feature requests and general help requests
Add all_reduce_coalesced functional collective,https://github.com/pytorch/pytorch/pull/97157,Step 1: Feature requests and general help requests
Move functional collectives implementation to python.,https://github.com/pytorch/pytorch/pull/98315,Step 1: Feature requests and general help requests
Move functional collectives implementation to python.,https://github.com/pytorch/pytorch/pull/98595,Step 1: Feature requests and general help requests
grab bag of changes,https://github.com/pytorch/pytorch/pull/98572,Step 1: Feature requests and general help requests
[CI] Mark vision_maskrcnn as NONDETERMINISTIC,https://github.com/pytorch/pytorch/pull/98570,Step 1: Feature requests and general help requests
[quant][pt2e] Add support for a few ops in QNNPackQuantizer to enable quantizing internal model,https://github.com/pytorch/pytorch/pull/98560,Step 1: Feature requests and general help requests
Work around CI worker gpu issue for inductor_distributed,https://github.com/pytorch/pytorch/pull/98601,Step 1: Feature requests and general help requests
[pt2] add meta functions for `cummax` and `cummin`,https://github.com/pytorch/pytorch/pull/98552,Step 1: Feature requests and general help requests
"Clean up compile reason logic, report only graph break compiles",https://github.com/pytorch/pytorch/pull/98574,Step 1: Feature requests and general help requests
[dynamo] Try resetting rng state in TIMM benchmarks,https://github.com/pytorch/pytorch/pull/91202,Step 1: Feature requests and general help requests
"[WIP, dynamo 3.11] enable 3.11 and bug fixes",https://github.com/pytorch/pytorch/pull/94243,Step 3: Issue not related to correctness bugs
"[IGNORE, test] testing for #93861",https://github.com/pytorch/pytorch/pull/94002,Step 1: Feature requests and general help requests
Add option to log recomps,https://github.com/pytorch/pytorch/pull/98564,Step 1: Feature requests and general help requests
[Inductor] [CPU] Torchbench model hf_Longformer performance regression > 10% on 2023-03-22 nightly release,https://github.com/pytorch/pytorch/issues/97496,Step 3: Issue not related to correctness bugs
Build pytorch with cutlass,https://github.com/pytorch/pytorch/issues/98593,Step 3: Issue not related to correctness bugs
Flip Switch Redux,https://github.com/pytorch/pytorch/pull/98341,Step 1: Feature requests and general help requests
Make dynamo enable_nnmodule_hooks=False by default,https://github.com/pytorch/pytorch/pull/98223,Step 1: Feature requests and general help requests
Skip nnmodule hook guards by default,https://github.com/pytorch/pytorch/pull/98371,Step 1: Feature requests and general help requests
[inductor] Enable CudaWrapperCodeGen for non-AOT mode,https://github.com/pytorch/pytorch/pull/98264,Step 1: Feature requests and general help requests
"Revert ""Modify 'fake_tensor_unsupported' function""",https://github.com/pytorch/pytorch/pull/98583,Step 1: Feature requests and general help requests
Modify 'fake_tensor_unsupported' function,https://github.com/pytorch/pytorch/pull/98289,Step 1: Feature requests and general help requests
inductor(CPU): support dynamic shape for onednn fusion path,https://github.com/pytorch/pytorch/pull/97230,Step 1: Feature requests and general help requests
[Inductor] Fix bug in lowering.slice_ when negative start out of range,https://github.com/pytorch/pytorch/pull/98517,Step 3: Issue not related to correctness bugs
Bad error message when OOM with torch.compile,https://github.com/pytorch/pytorch/issues/98186,Step 3: Issue not related to correctness bugs
Reduce overhead in CUDAGraph Trees,https://github.com/pytorch/pytorch/pull/98529,Step 1: Feature requests and general help requests
[not for review] tracing perf investigations,https://github.com/pytorch/pytorch/pull/93039,Step 1: Feature requests and general help requests
[quant][pt2e] QNNPackQuantizer support annotation for resnet18,https://github.com/pytorch/pytorch/pull/98507,Step 1: Feature requests and general help requests
[pt2][inductor] hardcode autotuning names,https://github.com/pytorch/pytorch/pull/98351,Step 1: Feature requests and general help requests
Fix off-by-1 error in dynamo coverage stats,https://github.com/pytorch/pytorch/pull/98558,Step 3: Issue not related to correctness bugs
Disable test_torchinductor_dynamic_shapes on ASAN,https://github.com/pytorch/pytorch/pull/98544,Step 1: Feature requests and general help requests
[reland][inductor] Enable CudaWrapperCodeGen for non-AOT mode,https://github.com/pytorch/pytorch/pull/98534,Step 1: Feature requests and general help requests
Update _linux-test.yml,https://github.com/pytorch/pytorch/pull/98317,Step 1: Feature requests and general help requests
Dont decompose dropout so it can be pattern matched,https://github.com/pytorch/pytorch/pull/97931,Step 1: Feature requests and general help requests
[inductor][cpp] fix mul for uint8,https://github.com/pytorch/pytorch/pull/98473,Step 3: Issue not related to correctness bugs
[pt2] `pow` + `cos` produces wrong result,https://github.com/pytorch/pytorch/issues/98149,Studied Dataset (Confirmed Correctness Bug)
[inductor][easy] use num_stages=1 for reduction,https://github.com/pytorch/pytorch/pull/98524,Step 1: Feature requests and general help requests
Document dynamo nnmodule hooks status,https://github.com/pytorch/pytorch/pull/98372,Step 1: Feature requests and general help requests
guard on hooks,https://github.com/pytorch/pytorch/pull/94916,Step 1: Feature requests and general help requests
TODO unspec nn,https://github.com/pytorch/pytorch/pull/94917,Step 1: Feature requests and general help requests
Subgraph_rewriter tracks replacement nodes incorrectly for trivial replacement pattern,https://github.com/pytorch/pytorch/issues/97817,Step 3: Issue not related to correctness bugs
[inductor] fix scatter fallback and fallback in deterministic mode,https://github.com/pytorch/pytorch/pull/98339,Step 3: Issue not related to correctness bugs
Add round as UserError,https://github.com/pytorch/pytorch/pull/98376,Step 1: Feature requests and general help requests
[cuDNN][cuDNN V8 API] Fix incorrect use of emplace in the benchmark cache (#97838),https://github.com/pytorch/pytorch/pull/98526,Step 2: Issue not discussing a bug within torch.compile
[dynamo 3.11] fix 3.11.2 issues,https://github.com/pytorch/pytorch/pull/98364,Step 3: Issue not related to correctness bugs
[inductor] do not generate loops when the condition doesn't hold,https://github.com/pytorch/pytorch/pull/98185,Step 1: Feature requests and general help requests
Add max-autotune compilers to benchmarks,https://github.com/pytorch/pytorch/pull/98464,Step 1: Feature requests and general help requests
Support `getattr` for ConstantVariable when compiling with Dynamo,https://github.com/pytorch/pytorch/pull/98153,Step 3: Issue not related to correctness bugs
Torch Dynamo Error when Compiling/Exporting Module which Uses `getattr`,https://github.com/pytorch/pytorch/issues/97480,Step 3: Issue not related to correctness bugs
[inductor] Combine CppWrapperCodeGen and CppAotWrapperCodeGen,https://github.com/pytorch/pytorch/pull/98088,Step 1: Feature requests and general help requests
[pt2] add meta function for `take`,https://github.com/pytorch/pytorch/pull/98451,Step 1: Feature requests and general help requests
Add new aten::device variant to TorchScript,https://github.com/pytorch/pytorch/pull/97023,Step 3: Issue not related to correctness bugs
Pytorch 2 Compile Doesn't with T5 Models + OnnxRT + Cuda,https://github.com/pytorch/pytorch/issues/96627,Step 3: Issue not related to correctness bugs
[skip ci] Guarded inductor optimization ablation,https://github.com/pytorch/pytorch/pull/98466,Step 1: Feature requests and general help requests
inductor: enable conv+bn folding for gpu path,https://github.com/pytorch/pytorch/pull/90893,Step 1: Feature requests and general help requests
Add mark_static,https://github.com/pytorch/pytorch/pull/98427,Step 1: Feature requests and general help requests
Turn off divisible_by_16 for dynamic shapes; support ablation,https://github.com/pytorch/pytorch/pull/98471,Step 1: Feature requests and general help requests
Add environment variable to specify g++ compiler to compile inductor generated code,https://github.com/pytorch/pytorch/issues/91997,Step 3: Issue not related to correctness bugs
[quant][pt2e] Support quantizer API in prepare_pt2e_quantizer,https://github.com/pytorch/pytorch/pull/97994,Step 1: Feature requests and general help requests
[Inductor] Fix convolution lowering if stride or padding or dilation is 1 element list,https://github.com/pytorch/pytorch/pull/98448,Step 3: Issue not related to correctness bugs
Make caling type on user defined class UserError,https://github.com/pytorch/pytorch/pull/98366,Step 1: Feature requests and general help requests
